Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0810104009,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,1289
0810104009,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,36,4169
0810104009,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,580,20316
0810104009,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,1343
0810104009,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,36,3651
0810104009,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,580,20545
0810104009,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,1116
0810104009,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,36,3792
0810104009,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,580,18632
0810104009,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,1158
0810104009,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,36,3745
0810104009,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,580,18476
0810104009,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,1034
0810104009,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,36,3234
0810104009,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,580,18320
0810104009,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,1364
0810104009,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,36,3677
0810104009,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,580,17592
0810104009,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,1188
0810104009,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,36,3897
0810104009,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,580,18256
0810104009,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,1027
0810104009,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,36,3386
0810104009,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,580,19990
0810104009,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,935
0810104009,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,36,4291
0810104009,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,580,20389
0810104009,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,1364
0810104009,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,36,3683
0810104009,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,580,18319
0810104009,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,1103
0810104009,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,36,3550
0810104009,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,580,17180
0810104009,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,909
0810104009,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,36,3828
0810104009,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,580,18742
0810104009,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,1201
0810104009,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,36,3809
0810104009,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,580,17708
0810104009,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,1379
0810104009,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,36,4348
0810104009,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,580,20113
0810104009,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,1009
0810104009,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,36,3594
0810104009,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,580,20154
0810104009,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,1032
0810104009,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,36,3520
0810104009,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,580,21194
0810104009,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,1668
0810104009,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,36,4335
0810104009,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,580,18716
0810104009,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,1563
0810104009,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,36,3612
0810104009,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,580,18949
0810104009,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,2114
0810104010,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,44,1266
0810104010,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,543,7697
0810104010,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,8
0810104010,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,44,2588
0810104010,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,543,7069
0810104010,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,95
0810104010,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,44,3044
0810104010,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,543,7204
0810104010,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,82
0810104010,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,44,2865
0810104010,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,543,7135
0810104010,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,65
0810104010,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,44,3517
0810104010,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,543,7169
0810104010,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,80
0810104010,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,44,3352
0810104010,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,543,7315
0810104010,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,24
0810104010,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,44,3409
0810104010,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,543,7268
0810104010,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,98
0810104010,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,44,2132
0810104010,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,543,7508
0810104010,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,23
0810104010,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,44,2671
0810104010,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,543,6727
0810104010,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,77
0810104010,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,44,4287
0810104010,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,543,6919
0810104010,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,84
0810104010,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,44,3561
0810104010,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,543,6849
0810104010,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,45
0810104010,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,44,4266
0810104010,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,543,6917
0810104010,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,70
0810104010,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,44,5345
0810104010,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,543,6820
0810104010,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,76
0810104010,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,44,4304
0810104010,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,543,7432
0810104010,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,80
0810104010,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,44,2844
0810104010,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,543,7528
0810104010,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,13
0810104010,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,44,3597
0810104010,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,543,6692
0810104010,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,137
0810104010,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,44,3221
0810104010,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,543,6750
0810104010,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,107
0810104010,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,44,3412
0810104010,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,543,7029
0810104010,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,127
0810104010,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,44,2950
0810104010,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,543,7106
0810104010,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,93
0810104010,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,44,4477
0810104010,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,543,7334
0810104010,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,83
0810104010,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,44,3026
0810104010,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,543,7637
0810104010,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,81
0810104010,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,44,3611
0810104010,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,543,7871
0810104010,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,6
0810104010,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,44,3205
0810104010,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,543,7169
0810104010,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,62
0810104010,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,44,3110
0810104010,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,543,6646
0810104010,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,115
0810104010,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,44,3720
0810104010,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,543,7115
0810104010,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,116
0810104010,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,44,3372
0810104010,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,543,7211
0810104010,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,78
0810104010,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,44,3986
0810104010,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,543,7086
0810104010,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,81
0810104010,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,44,3932
0810104010,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,543,7680
0810104010,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,79
0810104010,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,44,2315
0810104010,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,543,7944
0810104010,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,10
0810104010,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,44,3075
0810104010,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,543,7263
0810104010,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,48
0810104010,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,44,3233
0810104010,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,543,6984
0810104010,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,46
0810104011,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,40,1709
0810104011,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,346,7542
0810104011,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,40,2411
0810104011,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,346,7331
0810104011,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,40,2615
0810104011,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,346,7354
0810104011,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,40,2736
0810104011,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,346,7658
0810104011,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,40,2763
0810104011,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,346,7583
0810104011,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,40,2077
0810104011,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,346,8111
0810104011,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,40,26213
0810104011,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,346,7968
0810104011,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,40,53753
0810104011,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,346,7587
0810104011,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,40,40504
0810104011,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,346,7555
0810104011,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,40,2440
0810104011,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,346,7468
0810104011,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,40,17162
0810104011,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,346,7559
0810104011,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,40,13443
0810104011,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,346,7481
0810104011,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,40,3154
0810104011,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,346,7135
0810104011,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,40,2884
0810104011,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,346,7858
0810104011,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,40,1728
0810104011,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,346,7986
0810104011,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,40,2416
0810104011,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,346,7025
0810104011,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,40,5246
0810104011,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,346,7265
0810104011,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,40,2683
0810104011,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,346,6981
0810104011,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,40,2351
0810104011,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,346,7425
0810104011,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,40,4892
0810104011,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,346,7260
0810104011,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,40,2301
0810104011,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,346,7741
0810104011,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,40,1231
0810104011,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,346,7845
0810104011,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,40,2295
0810104011,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,346,7224
0810104011,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,40,4866
0810104011,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,346,6970
0810104011,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,40,6363
0810104011,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,346,7238
0810104011,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,40,16570
0810104011,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,346,7248
0810104011,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,40,5810
0810104011,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,346,7426
0810104011,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,40,2410
0810104011,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,346,7777
0810104011,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,40,1092
0810104011,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,346,8372
0810104011,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,40,2486
0810104011,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,346,7188
0810104011,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,40,2356
0810104011,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,346,7057
0810104012,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,37,7560
0810104012,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,455,6864
0810104012,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,43
0810104012,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,38,5118
0810104012,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,455,6526
0810104012,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,70
0810104012,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,38,3760
0810104012,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,455,6987
0810104012,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,158
0810104012,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,38,6388
0810104012,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,455,6866
0810104012,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,128
0810104012,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,38,4713
0810104012,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,455,6539
0810104012,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,116
0810104012,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,38,6713
0810104012,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,455,7235
0810104012,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,123
0810104012,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,38,6900
0810104012,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,455,7769
0810104012,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,83
0810104012,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,38,5802
0810104012,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,455,7177
0810104012,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,81
0810104012,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,38,5489
0810104012,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,455,7347
0810104012,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,80
0810104012,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,38,3394
0810104012,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,455,7105
0810104012,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,72
0810104012,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,38,4177
0810104012,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,455,6914
0810104012,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,90
0810104012,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,38,4423
0810104012,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,455,6963
0810104012,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,89
0810104012,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,38,6978
0810104012,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,455,7349
0810104012,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,142
0810104012,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,40,7472
0810104012,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,455,8221
0810104012,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,173
0810104012,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,40,7562
0810104012,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,455,8091
0810104012,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,139
0810104012,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,40,4494
0810104012,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,455,12830
0810104012,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,125
0810104012,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,40,3495
0810104012,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,455,7069
0810104012,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,124
0810104012,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,40,3874
0810104012,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,456,7145
0810104012,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,62
0810104012,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,40,4195
0810104012,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,456,7226
0810104012,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,130
0810104012,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,40,3928
0810104012,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,456,7375
0810104012,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,119
0810104012,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,40,4678
0810104012,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,456,7999
0810104012,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,85
0810104012,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,40,6117
